   2100.000      -2.027502      0.5110521    
   2200.000      -2.317508      0.4714364    
   2300.000      -2.760703      0.4362881    
   2375.000      -3.344810      0.4124595    
   2380.000      -3.400303      0.4109412    
   2385.000      -3.459149      0.4094313    
   2390.000      -3.521760      0.4079297    
   2395.000      -3.588614      0.4064365    
   2400.000      -3.660299      0.4049515    
   2405.000      -3.737515      0.4034746    
   2410.000      -3.821145      0.4020058    
   2415.000      -3.912275      0.4005451    
   2420.000      -4.012316      0.3990924    
   2425.000      -4.123086      0.3976476    
   2430.000      -4.247046      0.3962106    
   2435.000      -4.387573      0.3947815    
   2440.000      -4.549557      0.3933601    
   2445.000      -4.740368      0.3919464    
   2450.000      -4.971995      0.3905404    
   2455.000      -5.265775      0.3891419    
   2460.000      -5.665877      0.3877510    
   2465.000      -6.290532      0.3863675    
   2470.000      -7.757945      0.3849914    
   2475.000      -7.264201       4.104340    
   2480.000      -6.085562       4.094034    
   2485.000      -5.496398       4.083725    
   2490.000      -5.098217       4.073415    
   2495.000      -4.796106       4.063104    
   2500.000      -4.552037       4.052791    
   2505.000      -4.346931       4.042477    
   2510.000      -4.169826       4.032163    
   2515.000      -4.013817       4.021849    
   2520.000      -3.874309       4.011535    
   2525.000      -3.748047       4.001221    
   2530.000      -3.632679       3.990909    
   2535.000      -3.526416       3.980597    
   2540.000      -3.427896       3.970287    
   2545.000      -3.336029       3.959978    
   2550.000      -3.249956       3.949672    
   2555.000      -3.168966       3.939367    
   2560.000      -3.092481       3.929065    
   2565.000      -3.020010       3.918766    
   2570.000      -2.951149       3.908471    
   2600.000      -2.597138       3.846780    
   2700.000      -1.819552       3.642765    
   2800.000      -1.331932       3.442623    
   2900.000     -0.9912434       3.247802    
   3000.000     -0.7522593       3.059391    
   3100.000     -0.5594298       2.904084    
   3200.000     -0.4051557       2.761436    
   3300.000     -0.2745205       2.628788    
   3400.000     -0.1693315       2.505365    
   3500.000     -8.1560425E-02   2.390438    
   3600.000     -7.8057731E-03   2.283233    
   3700.000      5.4573547E-02   2.183064    
   3800.000      0.1075470       2.089320    
   3900.000      0.1526825       2.001457    
   4000.000      0.1912307       1.918987    
   4100.000      0.2242027       1.841473    
   4200.000      0.2524250       1.768522    
   4300.000      0.2765833       1.699779    
   4400.000      0.2963587       1.634953    
   4500.000      0.3139664       1.573727    
   4600.000      0.3289541       1.515836    
   4700.000      0.3416625       1.461040    
   4800.000      0.3523819       1.409120    
   4900.000      0.3613615       1.359879    
   5000.000      0.3677593       1.313199    
   5100.000      0.3738615       1.268900    
   5200.000      0.3787946       1.226776    
   5300.000      0.3826979       1.186687    
   5400.000      0.3856931       1.148503    
   5500.000      0.3878865       1.112105    
   5600.000      0.3893715       1.077382    
   5700.000      0.3902302       1.044233    
   5800.000      0.3905350       1.012564    
   5900.000      0.3903498      0.9822876    
   6000.000      0.3897311      0.9533234    
   6100.000      0.3887292      0.9255962    
   6200.000      0.3873885      0.8990367    
   6300.000      0.3857485      0.8735799    
   6400.000      0.3838446      0.8491659    
   6500.000      0.3817082      0.8257381    
   6600.000      0.3793671      0.8032444    
   6700.000      0.3768466      0.7816356    
   6800.000      0.3741688      0.7608660    
   6900.000      0.3713540      0.7408927    
   7000.000      0.3684198      0.7216756    
   7100.000      0.3653824      0.7031772    
   7200.000      0.3622560      0.6853619    
   7300.000      0.3590536      0.6681967    
   7400.000      0.3557866      0.6516505    
   7500.000      0.3524652      0.6356940    
   7600.000      0.3490987      0.6202995    
   7700.000      0.3456951      0.6054410    
   7800.000      0.3422619      0.5910940    
   7900.000      0.3388054      0.5772355    
   8000.000      0.3353313      0.5638437    
   8100.000      0.3317383      0.5508983    
   8200.000      0.3282444      0.5383798    
   8300.000      0.3247460      0.5262693    
   8400.000      0.3212463      0.5145496    
   8500.000      0.3177478      0.5032039    
   8600.000      0.3142527      0.4922166    
   8700.000      0.3107624      0.4815731    
   8800.000      0.3072778      0.4712590    
   8900.000      0.3037991      0.4612612    
   9000.000      0.3004635      0.4516683    
   9100.000      0.2971558      0.4423650    
   9200.000      0.2938775      0.4333400    
   9300.000      0.2906294      0.4245821    
   9400.000      0.2874128      0.4160811    
   9500.000      0.2842284      0.4078269    
   9600.000      0.2810768      0.3998101    
   9700.000      0.2779589      0.3920218    
   9800.000      0.2748748      0.3844533    
   9900.000      0.2718252      0.3770967    
   10000.00      0.2688102      0.3699438    
   10100.00      0.2658301      0.3629874    
   10200.00      0.2628850      0.3562205    
   10300.00      0.2599750      0.3496360    
   10400.00      0.2571002      0.3432278    
   10500.00      0.2542602      0.3369894    
   10600.00      0.2514548      0.3309150    
   10700.00      0.2486690      0.3249990    
   10800.00      0.2454629      0.3192480    
   10900.00      0.2427459      0.3136470    
   11000.00      0.2400652      0.3081893    
   11100.00      0.2374198      0.3028701    
   11200.00      0.2348094      0.2976848    
   11300.00      0.2322336      0.2926289    
   11400.00      0.2296920      0.2876981    
   11500.00      0.2271843      0.2828884    
   11600.00      0.2247102      0.2781959    
   11700.00      0.2222692      0.2736168    
   11800.00      0.2198609      0.2691474    
   11900.00      0.2174851      0.2647844    
   12000.00      0.2151413      0.2605242    
